AGEPH,CODPOSS,duree,lnexpo,nbrtotc,nbrtotan,chargtot,agecar,sexp,fuelc,split,usec,fleetc,sportc,coverp,powerc
31,6250,1,0,1,1,1363.4143863,2-5,Male,Gasoil,Twice,Private,No,No,MTPL+++,<66
62,6280,0.2328767123,-1.457246097,0,0,0,2-5,Male,Gasoil,Monthly,Private,No,No,MTPL,66-110
44,6280,1,0,0,0,0,0-1,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
49,6460,1,0,0,0,0,2-5,Male,Gasoil,Twice,Private,No,No,MTPL+,66-110
41,6460,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+,66-110
51,6470,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
21,6470,1,0,0,0,0,6-10,Male,Gasoil,Thrice,Private,No,No,MTPL,<66
36,6540,1,0,0,0,0,0-1,Male,Petrol,Twice,Private,No,No,MTPL+++,66-110
51,6590,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL,66-110
32,6637,0.095890411,-2.344549292,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,>110
26,6660,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL+++,<66
28,6660,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,Yes,MTPL+++,66-110
41,6690,1,0,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,66-110
28,6700,0.1616438356,-1.82235991,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL+,66-110
44,6717,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,66-110
37,6720,0.0931506849,-2.373536829,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,66-110
61,6780,0.8520547945,-0.160104441,0,0,0,0-1,Male,Petrol,Once,Private,No,No,MTPL+,66-110
47,6790,0.7424657534,-0.297778533,0,0,0,6-10,Male,Petrol,Twice,Professional,No,No,MTPL,66-110
33,6790,1,0,0,0,0,2-5,Male,Gasoil,Twice,Private,No,No,MTPL,66-110
41,6790,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
33,6820,0.704109589,-0.350821269,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
43,6820,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
44,6820,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL,66-110
34,6860,0.8410958904,-0.173049606,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,66-110
31,6860,0.8328767123,-0.182869652,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
81,6870,0.4684931507,-0.758233797,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
40,6870,0.7945205479,-0.230016431,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
26,6890,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL,66-110
62,6900,1,0,0,0,0,2-5,Male,Gasoil,Twice,Professional,Yes,No,MTPL+,66-110
49,6900,0.3150684932,-1.154965225,0,0,0,6-10,Male,Petrol,Thrice,Private,No,No,MTPL,66-110
77,6900,1,0,0,0,0,>10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
38,6920,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
67,6929,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL,<66
30,6950,1,0,0,0,0,2-5,Male,Gasoil,Thrice,Private,No,No,MTPL,<66
47,6960,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,>110
63,6960,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
35,6987,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+,66-110
40,6990,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,66-110
28,6997,1,0,0,0,0,>10,Male,Petrol,Thrice,Private,No,No,MTPL,66-110
58,7000,0.504109589,-0.684961596,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,66-110
69,7000,1,0,0,0,0,>10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
32,7000,1,0,0,0,0,>10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
30,7000,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL+,66-110
46,7000,1,0,0,0,0,0-1,Male,Petrol,Twice,Private,No,No,MTPL,66-110
23,7000,0.8,-0.223143551,2,2.5,362.37075451,6-10,Male,Petrol,Once,Private,No,No,MTPL+,66-110
74,7000,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
59,7000,1,0,0,0,0,0-1,Male,Gasoil,Once,Private,No,No,MTPL,<66
45,7000,1,0,0,0,0,2-5,Male,Gasoil,Twice,Private,No,No,MTPL+++,66-110
61,7000,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
40,7000,1,0,0,0,0,2-5,Male,Petrol,Thrice,Private,No,No,MTPL+,<66
38,7000,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
27,7000,1,0,0,0,0,>10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
29,7000,0.6356164384,-0.453159982,0,0,0,6-10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
42,7040,0.6657534247,-0.40683591,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
28,7040,1,0,1,1,136.44059604,6-10,Male,Gasoil,Once,Private,No,No,MTPL,<66
54,7060,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
31,7060,1,0,2,2,1156.5472398,2-5,Male,Petrol,Thrice,Private,No,No,MTPL+,66-110
71,7060,1,0,0,0,0,2-5,Male,Gasoil,Once,Professional,No,No,MTPL+,66-110
44,7060,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL,66-110
53,7060,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,66-110
60,7060,1,0,0,0,0,2-5,Male,Gasoil,Twice,Professional,No,No,MTPL+++,66-110
50,7060,1,0,0,0,0,0-1,Male,Gasoil,Once,Private,No,No,MTPL+,<66
32,7070,1,0,0,0,0,6-10,Male,Gasoil,Twice,Private,No,No,MTPL+++,<66
22,7080,1,0,0,0,0,0-1,Male,Gasoil,Twice,Private,No,No,MTPL+++,<66
25,7090,0.8876712329,-0.119153838,0,0,0,6-10,Male,Gasoil,Twice,Private,No,No,MTPL,<66
24,7090,1,0,0,0,0,0-1,Male,Gasoil,Twice,Private,No,No,MTPL+++,<66
67,7090,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
26,7090,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
28,7090,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL+++,<66
23,7090,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
49,7100,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,66-110
47,7100,1,0,1,1,1186.7158818,2-5,Male,Petrol,Twice,Private,No,No,MTPL,66-110
38,7100,1,0,0,0,0,6-10,Male,Petrol,Once,Professional,No,Yes,MTPL+,66-110
30,7100,1,0,0,0,0,2-5,Male,Petrol,Thrice,Private,No,No,MTPL+,66-110
73,7100,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
33,7100,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,66-110
57,7100,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
43,7100,1,0,0,0,0,6-10,Male,Gasoil,Once,Private,No,No,MTPL+++,<66
21,7100,1,0,1,1,104.98290774,2-5,Male,Petrol,Thrice,Private,No,No,MTPL+++,<66
26,7100,1,0,0,0,0,>10,Male,Petrol,Thrice,Private,No,No,MTPL,66-110
44,7130,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
81,7130,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
75,7140,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
47,7160,1,0,0,0,0,2-5,Male,Petrol,Thrice,Private,No,No,MTPL+,66-110
53,7160,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL+++,<66
36,7170,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
54,7170,1,0,1,1,220.1790287,2-5,Male,Gasoil,Thrice,Private,No,No,MTPL+,<66
27,7180,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL+,66-110
37,7300,0.9123287671,-0.091754864,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL,66-110
67,7300,0.7479452055,-0.290425558,1,1.336996337,178.63207395,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
25,7300,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL+,66-110
45,7320,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
32,7320,1,0,1,1,145.01771199,6-10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
62,7330,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,Yes,MTPL+,66-110
40,7330,1,0,0,0,0,6-10,Male,Gasoil,Twice,Private,No,No,MTPL,<66
55,7330,1,0,1,1,163609.72635,>10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
42,7340,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,66-110
59,7340,1,0,0,0,0,2-5,Male,Petrol,Once,Private,Yes,No,MTPL,66-110
72,7340,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,Yes,No,MTPL+++,66-110
45,7340,1,0,0,0,0,>10,Male,Petrol,Once,Professional,No,No,MTPL+,66-110
33,7340,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
36,7340,1,0,1,1,44.719991869,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
49,7340,1,0,0,0,0,2-5,Male,Gasoil,Twice,Private,No,No,MTPL,<66
50,7350,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
24,7350,0.7178082192,-0.33155285,1,1.393129771,187.75455566,2-5,Male,Petrol,Thrice,Private,No,No,MTPL+,66-110
21,7350,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
63,7350,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
29,7370,0.3616438356,-1.017095431,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
22,7370,1,0,0,0,0,2-5,Male,Gasoil,Twice,Private,No,No,MTPL+++,<66
25,7370,1,0,1,1,6594.6866502,2-5,Male,Gasoil,Twice,Private,No,No,MTPL,<66
23,7370,1,0,1,1,254.76017541,6-10,Male,Petrol,Twice,Private,No,No,MTPL,<66
48,7387,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,66-110
37,7387,0.5452054795,-0.606592529,0,0,0,>10,Male,Gasoil,Twice,Private,No,No,MTPL,<66
44,7390,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
40,7390,1,0,0,0,0,2-5,Male,Petrol,Thrice,Private,No,No,MTPL+++,66-110
30,7390,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
28,7390,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
26,7390,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL+++,<66
22,7390,1,0,1,1,53.991209696,0-1,Male,Petrol,Twice,Private,No,No,MTPL+,<66
66,7500,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
25,7500,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL+++,<66
24,7500,0.3945205479,-0.930084054,1,2.5347222222,9.6678474662,>10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
83,7600,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
60,7600,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
24,7600,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL+,66-110
42,7610,0.8246575342,-0.192787089,0,0,0,6-10,Male,Gasoil,Twice,Private,No,No,MTPL,66-110
35,7740,1,0,1,1,1426.3793415,6-10,Male,Petrol,Once,Professional,No,No,MTPL+,66-110
39,7780,0.2136986301,-1.543188527,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL+++,66-110
41,7780,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,66-110
35,7780,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+++,66-110
22,7780,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,<66
55,7800,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,66-110
52,7830,0.997260274,-0.002743486,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,>110
25,7830,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
59,7850,0.1589041096,-1.839454343,0,0,0,2-5,Male,Gasoil,Monthly,Private,No,No,MTPL+++,66-110
58,7860,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,66-110
76,7860,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL+,<66
40,7860,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
25,7870,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL,<66
33,7880,0.6904109589,-0.370468266,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL+,66-110
85,7900,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
40,7910,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
49,7940,1,0,1,1,2933.4232361,6-10,Male,Petrol,Twice,Private,No,No,MTPL+,66-110
26,7950,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
42,7970,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+++,66-110
26,7970,0.4821917808,-0.729413359,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
27,8000,0.5342465753,-0.626897795,0,0,0,>10,Male,Gasoil,Monthly,Private,No,No,MTPL,<66
54,8000,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
38,8000,1,0,0,0,0,>10,Male,Petrol,Once,Private,Yes,No,MTPL,66-110
30,8000,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
77,8000,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
44,8000,1,0,0,0,0,2-5,Male,Petrol,Once,Professional,No,No,MTPL+,66-110
43,8000,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
53,8210,1,0,1,1,300.24863721,6-10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
42,8210,0.4,-0.916290732,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
49,8300,0.4931506849,-0.706940503,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
36,8300,0.9260273973,-0.076851458,1,1.0798816568,11.155208615,2-5,Male,Petrol,Monthly,Professional,No,No,MTPL+++,66-110
39,8370,1,0,1,1,179.97069899,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
31,8370,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
21,8370,0.7698630137,-0.261542684,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
26,8370,0.4054794521,-0.90268508,0,0,0,>10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
64,8400,0.5890410959,-0.529259325,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,>110
42,8400,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
41,8400,1,0,0,0,0,6-10,Male,Petrol,Twice,Professional,No,Yes,MTPL,66-110
25,8400,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+,66-110
45,8400,0.6712328767,-0.398639143,0,0,0,2-5,Male,Gasoil,Twice,Private,No,No,MTPL+,<66
25,8400,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,Yes,MTPL,66-110
53,8420,1,0,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL+++,66-110
43,8420,0.3452054795,-1.063615447,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL+,66-110
37,8420,1,0,1,1,31190.905282,6-10,Male,Petrol,Once,Private,No,No,MTPL,>110
61,8430,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL,<66
41,8430,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
29,8450,1,0,1,1,566.61022957,6-10,Male,Petrol,Thrice,Private,No,No,MTPL+,66-110
36,8450,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL+,66-110
47,8470,1,0,0,0,0,6-10,Male,Gasoil,Once,Private,No,No,MTPL,66-110
52,8470,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
60,8490,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
26,8490,0.704109589,-0.350821269,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
32,8500,0.8246575342,-0.192787089,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,66-110
45,8500,1,0,1,1,179.97069899,2-5,Male,Petrol,Twice,Private,No,No,MTPL,66-110
22,8500,0.7452054795,-0.294095287,0,0,0,>10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
24,8500,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
20,8530,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
22,8530,1,0,0,0,0,6-10,Male,Petrol,Thrice,Private,No,No,MTPL,66-110
25,8530,1,0,1,1,64.650631261,2-5,Male,Petrol,Twice,Private,No,No,MTPL,66-110
63,8540,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
36,8540,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,66-110
51,8550,1,0,1,1,1404.3911859,6-10,Male,Petrol,Once,Private,No,Yes,MTPL,66-110
51,8560,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
45,8570,1,0,0,0,0,0-1,Male,Petrol,Once,Private,No,No,MTPL,66-110
68,8580,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
57,8587,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
42,8600,1,0,0,0,0,6-10,Male,Gasoil,Once,Private,No,No,MTPL,66-110
54,8660,1,0,0,0,0,6-10,Male,Gasoil,Twice,Private,No,No,MTPL,<66
39,8670,1,0,0,0,0,2-5,Male,Petrol,Once,Professional,No,No,MTPL+++,66-110
26,8670,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,66-110
77,8700,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
27,8710,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
67,8710,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
60,8720,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
52,8720,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,66-110
24,8730,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL+++,66-110
32,8740,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL+,66-110
25,8740,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,66-110
27,8780,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
26,8790,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,66-110
21,8790,1,0,1,1,52.181586965,2-5,Male,Petrol,Once,Private,No,No,MTPL,66-110
39,8800,1,0,2,2,1723.7524139,2-5,Male,Petrol,Once,Professional,No,No,MTPL,<66
28,8800,1,0,0,0,0,6-10,Male,Gasoil,Thrice,Private,No,No,MTPL,<66
27,8800,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
30,8820,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,66-110
25,8820,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
45,8860,1,0,0,0,0,6-10,Male,Gasoil,Twice,Private,No,No,MTPL,66-110
26,8870,1,0,1,1,131.97851259,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
23,8870,1,0,0,0,0,>10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
26,8870,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
33,8870,0.3506849315,-1.04786709,0,0,0,>10,Male,Petrol,Thrice,Private,No,No,MTPL,<66
49,8890,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,66-110
36,8900,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL,66-110
34,8900,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL,<66
59,8900,1,0,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
48,8930,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
25,8930,0.904109589,-0.100804699,0,0,0,6-10,Male,Petrol,Monthly,Private,No,No,MTPL,66-110
52,8940,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,66-110
23,8940,1,0,1,1,1426.3793415,2-5,Male,Petrol,Twice,Private,No,No,MTPL,66-110
29,8950,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL+++,66-110
28,8980,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,Yes,No,MTPL,66-110
54,8980,1,0,2,2,8487.081029,2-5,Male,Gasoil,Once,Professional,No,No,MTPL,<66
21,8980,1,0,1,1,2637.5375249,6-10,Male,Petrol,Once,Private,No,No,MTPL,<66
28,8980,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL,<66
43,9000,1,0,0,0,0,6-10,Male,Gasoil,Once,Private,No,No,MTPL,<66
40,9000,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
30,9000,1,0,1,1,743.68057432,6-10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
27,9000,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,66-110
34,9000,0.7287671233,-0.316401045,0,0,0,0-1,Male,Gasoil,Twice,Private,No,No,MTPL+++,66-110
25,9000,1,0,2,2,4520.6854752,2-5,Male,Gasoil,Once,Professional,No,No,MTPL,<66
49,9000,1,0,1,1,79.177191813,>10,Male,Petrol,Twice,Private,No,No,MTPL,<66
56,9000,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,Yes,MTPL,>110
37,9000,0.7506849315,-0.286769247,0,0,0,0-1,Male,Gasoil,Once,Private,No,No,MTPL,<66
25,9000,1,0,1,1,1516.5630059,0-1,Male,Petrol,Twice,Private,No,No,MTPL,66-110
65,9060,1,0,1,1,1426.3793415,6-10,Male,Petrol,Once,Private,Yes,No,MTPL+,>110
27,9060,1,0,0,0,0,2-5,Male,Petrol,Twice,Private,No,No,MTPL,66-110
54,9070,0.6684931507,-0.402729128,0,0,0,>10,Male,Petrol,Thrice,Private,No,No,MTPL,66-110
24,9080,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,66-110
27,9100,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,66-110
30,9100,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL,<66
48,9100,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL,<66
37,9120,1,0,0,0,0,2-5,Male,Gasoil,Monthly,Private,No,No,MTPL+,66-110
48,9120,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,66-110
59,9140,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
51,9140,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
58,9140,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
30,9150,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,66-110
34,9150,1,0,1,1,4957.8704955,0-1,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
61,9150,1,0,1,1,220.62523705,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
25,9150,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL,<66
49,9150,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,<66
73,9160,1,0,0,0,0,0-1,Male,Petrol,Once,Private,No,No,MTPL,<66
48,9160,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
23,9160,1,0,0,0,0,6-10,Male,Petrol,Once,Professional,No,No,MTPL,66-110
53,9185,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,Yes,MTPL+,66-110
27,9185,0.8328767123,-0.182869652,0,0,0,6-10,Male,Petrol,Once,Private,No,Yes,MTPL,66-110
38,9190,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL,<66
45,9220,1,0,1,1,68.071561903,2-5,Male,Petrol,Once,Private,No,No,MTPL,66-110
24,9220,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,Yes,No,MTPL,66-110
25,9250,0.9479452055,-0.053458579,0,0,0,0-1,Male,Petrol,Twice,Private,No,No,MTPL+++,66-110
23,9255,1,0,0,0,0,6-10,Male,Petrol,Twice,Private,No,No,MTPL,66-110
52,9280,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL+++,<66
51,9300,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,66-110
43,9300,1,0,0,0,0,6-10,Male,Gasoil,Once,Professional,No,No,MTPL,<66
64,9300,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,<66
56,9300,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
49,9300,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL+++,<66
69,9300,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
60,9300,1,0,0,0,0,2-5,Male,Gasoil,Once,Private,No,No,MTPL,<66
27,9300,1,0,0,0,0,6-10,Male,Gasoil,Once,Private,No,No,MTPL,<66
26,9300,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+,66-110
51,9300,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL+++,66-110
63,9300,1,0,0,0,0,>10,Male,Petrol,Once,Private,No,No,MTPL,<66
25,9300,1,0,0,0,0,2-5,Male,Petrol,Once,Private,No,No,MTPL,<66
45,9300,0.6383561644,-0.4488589,0,0,0,>10,Male,Petrol,Twice,Private,No,No,MTPL,>110
31,9340,1,0,0,0,0,6-10,Male,Petrol,Once,Private,No,No,MTPL,66-110
